Date,AAPL,MSFT,DB,YHOO,GLD
4/7/2015,121.680653,39.629637,34.926114,43.610001,116.110001
4/6/2015,122.97461,39.648722,35.150311,43.669998,116.690002
4/2/2015,121.014357,38.446379,34.799392,44.150002,115.279999
4/1/2015,119.981119,38.856703,34.409482,44.130001,115.599998
3/31/2015,120.154935,38.799448,33.853861,44.439999,113.660004
3/30/2015,122.028285,39.085719,34.087808,44.950001,113.75
3/27/2015,119.015476,39.095264,33.600422,45.099998,115.059998
3/26/2015,119.971461,39.32428,33.600422,44.470001,115.480003
3/25/2015,119.141007,39.56284,33.931845,44.200001,114.730003
3/24/2015,122.33729,40.93695,34.29251,44.419998,114.57
3/23/2015,122.839421,40.898779,33.834365,44.720001,114.290001
3/20/2015,121.574431,40.917864,33.288495,45.040001,113.57
3/19/2015,123.119458,40.354862,32.089521,44.98,112.290001
3/18/2015,124.056133,40.555252,32.255234,44.669998,112.370003
3/17/2015,122.675263,39.791859,31.641126,43.790001,110.209999
3/16/2015,120.657066,39.658266,31.88482,43.509998,110.809998
3/13/2015,119.343791,39.486503,31.017272,42.869999,110.879997
3/12/2015,120.174245,39.142975,30.900301,42.950001,110.720001
3/11/2015,118.040175,40.059046,30.783327,42.5,110.75
3/10/2015,120.232188,40.106757,30.373922,42.68,111.419998
3/9/2015,122.771826,40.889235,31.163488,42.98,111.970001
3/6/2015,122.250378,40.421658,31.046516,43.439999,111.860001
3/5/2015,122.066911,41.137339,31.397433,44.16,115
3/4/2015,124.12372,41.089628,31.358441,43.990002,115.110001
3/3/2015,124.915554,41.299559,31.455921,42.619999,115.470001
3/2/2015,124.654827,41.872106,32.089521,44.110001,115.68
2/27/2015,124.046482,41.843476,31.904316,44.279999,116.160004
2/26/2015,125.939133,42.043869,31.787344,44.450001,116.07
2/25/2015,124.365131,41.977073,32.031037,44.43,115.699997
2/24/2015,127.629008,42.072495,32.313722,43.380001,115.260002
2/23/2015,128.430494,42.129751,32.040783,43.529999,115.43
2/20/2015,125.050744,41.85302,32.596403,44.110001,115.279999
2/19/2015,124.036816,41.509493,31.777594,44.369999,115.940002
2/18/2015,124.297544,41.538119,31.962803,43.650002,116.339996
2/17/2015,123.438122,41.585834,31.777594,43.529999,116.010002
2/13/2015,122.71389,41.566745,31.475417,44.419998,117.980003
2/12/2015,122.115189,40.827698,30.793075,43.93,117.339996
2/11/2015,120.589471,40.154975,29.408898,42.959999,117.07
2/10/2015,117.827732,40.363422,29.642843,43.07,118.470001
2/9/2015,115.606758,40.136024,29.623347,42.57,119.169998
2/6/2015,114.8439,40.183399,29.681835,42.939999,118.639999
2/5/2015,115.819201,40.221299,30.305689,43.549999,121.790001
2/4/2015,114.998404,39.643325,29.857292,44.049999,121.580002
2/3/2015,114.123128,39.415924,30.588372,44.700001,121.050003
2/2/2015,114.103887,39.112725,29.408898,44.689999,122.419998
1/30/2015,112.689978,38.278929,28.248917,43.990002,123.449997
1/29/2015,114.363589,39.804398,28.687566,43.73,120.760002
1/28/2015,110.910555,39.02745,27.225407,46.459999,123.419998
1/27/2015,104.975962,40.420273,28.15144,47.990002,124.400002
1/26/2015,108.784875,44.541889,28.902015,49.439999,122.989998
1/23/2015,108.669458,44.702965,28.521854,48.950001,124.230003
1/22/2015,108.111585,44.655591,29.477131,48.889999,125.230003
1/21/2015,105.370323,43.509116,29.067727,48.18,124.230003
1/20/2015,104.571988,43.954441,28.58034,47.630001,124.199997
1/16/2015,101.946143,43.812318,27.946738,46.470001,122.519997
1/15/2015,102.744478,43.092218,27.800523,46.23,120.940002
1/14/2015,105.610785,43.547017,27.995476,47.509998,117.970001
1/13/2015,106.014759,43.926017,27.975982,48.299999,118.160004
1/12/2015,105.081766,44.153415,27.517838,48.799999,118.559998
1/9/2015,107.736465,44.712439,27.527586,49.720001,117.260002
1/8/2015,107.621041,45.09144,27.995476,50.23,115.940002
1/7/2015,103.638996,43.802841,27.93699,48.59,116.43
1/6/2015,102.205846,43.253294,27.644559,49.209999,117.120003
1/5/2015,102.196226,43.897593,28.092954,49.130001,115.800003
1/2/2015,105.158716,44.305014,29.701329,50.169998,114.080002
12/31/2014,106.16865,44.011292,29.262682,50.509998,113.580002
12/30/2014,108.227002,44.551366,29.642843,51.220001,115.199997
12/29/2014,109.563976,44.95879,30.013258,50.529999,113.669998
12/26/2014,109.640918,45.366215,30.227707,50.860001,114.830002
12/24/2014,107.736465,45.612563,30.169221,50.650002,112.769997
12/23/2014,108.246243,45.906289,30.130229,50.02,112.739998
12/22/2014,108.630983,45.460963,30.0425,51.150002,112.550003
12/19/2014,107.515237,45.157764,29.945022,50.880001,114.769997
12/18/2014,108.352047,45.025115,30.607868,50.91,115.150002
12/17/2014,105.235665,43.338569,29.642843,50.119999,114.269997
12/16/2014,102.677149,42.789019,29.31142,48.849998,114.949997
12/15/2014,104.100685,44.219739,29.233438,49.82,114.389999
12/12/2014,105.543456,44.485041,30.00351,50.240002,117.410004
12/11/2014,107.361346,44.693488,30.549382,49.939999,117.690002
12/10/2014,107.67875,44.437667,30.344679,49.209999,117.959999
12/9/2014,109.765963,45.09144,31.017272,50.509998,118.190002
12/8/2014,108.111585,45.195665,31.504659,49.619999,115.779999
12/5/2014,110.612385,45.877861,32.235739,50.990002,114.43
12/4/2014,111.083688,46.275812,31.494913,50.41,115.879997
12/3/2014,111.506903,45.555715,31.89457,50.279999,116.330002
12/2/2014,110.256499,45.915762,31.758102,50.669998,115.139999
12/1/2014,110.679714,46.067362,31.426679,50.099998,116.580002
11/28/2014,114.392444,45.29989,31.826336,51.740002,112.110001
11/26/2014,114.459773,45.243039,32.050533,51.93,115.160004
11/25/2014,113.113186,44.977741,31.680118,51.720001,115.379997
11/24/2014,114.103887,45.09144,30.997777,51.830002,115.110001
11/21/2014,112.026301,45.460963,30.149725,51.040001,115.389999
11/20/2014,111.872402,46.143163,29.545365,51.25,114.860001
11/19/2014,110.294974,45.688364,29.945022,50.580002,113.68
11/18/2014,111.064454,46.181064,29.82805,51.75,115.050003
11/17/2014,109.640918,46.569538,29.330916,52.369999,114.050003
11/14/2014,109.823671,46.682527,29.135961,51.75,114.470001
11/13/2014,108.515559,46.710773,28.979997,50.5,111.669998
11/12/2014,107.00546,45.929277,28.853277,50.599998,111.5
11/11/2014,105.514594,46.014017,29.389402,49.049999,112.040001
11/10/2014,104.677792,46.032849,29.243186,49.41,110.459999
11/7/2014,104.850925,45.835122,29.477131,48.549999,112.970001
11/6/2014,104.552747,45.853954,29.847546,47.93,109.879997
11/5/2014,104.254575,45.063044,30.139977,47.459999,109.790001
11/4/2014,104.005573,44.78999,30.052248,47.080002,112.220001
11/3/2014,104.771731,44.667587,30.149725,46.34,112.150002
10/31/2014,103.430958,44.206225,30.529886,46.049999,112.660004
10/30/2014,102.454113,43.358819,29.993762,45.630001,115.190002
10/29/2014,102.798876,43.895508,30.412914,45.43,116.410004
10/28/2014,102.224261,43.773108,31.660622,45.869999,118.099998
10/27/2014,100.663223,43.227002,30.676102,44.700001,118.059998
10/24/2014,100.768569,43.434146,31.134246,43.5,118.349998
10/23/2014,100.395069,42.389014,30.949039,42.599998,118.519997
10/22/2014,98.632909,41.786417,30.344679,42,119.339996
10/21/2014,98.134911,42.257196,30.978282,40.18,120.019997
10/20/2014,95.539561,41.503949,30.305689,39.279999,119.800003
10/17/2014,93.537976,41.080247,29.82805,38.450001,118.989998
10/16/2014,92.187632,40.242259,29.106719,38.119999,119.220001
10/15/2014,93.413479,40.694208,30.130229,37.82,118.989998
10/14/2014,94.572288,41.174401,30.705345,37.970001,118.589996
10/13/2014,95.587441,41.099079,30.715093,38.380001,118.519997
10/10/2014,96.468525,41.456869,30.949039,39.599998,117.589996
10/9/2014,96.74625,43.170507,31.738606,41.099998,117.639999
10/8/2014,96.535564,44.046158,33.064294,41.080002,117.470001
10/7/2014,94.572288,42.869208,32.518424,40.93,116.360001
10/6/2014,95.405484,43.396483,33.434709,41.52,116.029999
10/3/2014,95.405484,43.396483,33.395717,41.029999,114.610001
10/2/2014,95.673637,43.085766,33.424963,40.5,116.739998
10/1/2014,94.984097,43.217588,33.941591,40.32,116.769997
9/30/2014,96.487676,43.650704,33.980583,40.75,116.209999
9/29/2014,95.874752,43.726027,34.009825,40.52,117.029999
9/26/2014,96.487676,43.697781,34.477715,40.66,117.059998
9/25/2014,93.72952,43.349405,34.156042,38.950001,117.389999
9/24/2014,97.44537,44.328628,34.857876,39.880001,117.050003
9/23/2014,98.297717,43.839017,34.389986,39.049999,117.599998
9/22/2014,96.784559,44.309797,34.984598,38.650002,116.849998
9/19/2014,96.688791,44.742913,35.101569,40.93,117.089996
9/18/2014,97.483679,43.952003,34.877372,42.09,117.779999
9/17/2014,97.282564,43.801354,34.175538,42.59,117.540001
9/16/2014,96.593023,44.027326,34.078059,42.709999,118.830002
9/15/2014,97.330444,43.537718,34.039067,42.549999,118.639999
9/12/2014,97.359181,43.970835,34.146292,42.880001,118.379997
9/11/2014,97.138908,44.253302,34.360744,41.259998,119.470001
9/10/2014,96.727099,44.102652,34.399735,41.139999,120.260002
9/9/2014,93.844438,44.027326,33.834365,40.779999,120.870003
9/8/2014,94.198788,43.754276,34.039067,41.810001,120.730003
9/5/2014,94.782982,43.227002,34.273014,39.59,122.059998
9/4/2014,93.968943,42.614986,33.990329,39.189999,121.480003
9/3/2014,94.754252,42.332519,34.097555,38.869999,122.150002
9/2/2014,98.929799,42.454923,33.337233,39.27,121.650002
8/29/2014,98.16364,42.775053,33.444459,38.509998,123.860001
8/28/2014,97.924217,42.257196,33.532188,38.310001,124
8/27/2014,97.809291,42.247779,34.195034,38.18,123.32
8/26/2014,96.621752,42.379597,33.678402,37.790001,123.349998
8/25/2014,97.244255,42.530246,33.035052,37.709999,122.739998
8/22/2014,97.033561,42.511418,32.45019,38.009998,123.190002
8/21/2014,96.32487,42.577327,32.518424,37.639999,122.879997
8/20/2014,96.315291,42.323105,32.206497,37.5,124.220001
8/19/2014,96.276982,42.680899,32.264981,37.830002,124.68
8/18/2014,94.964946,42.210119,32.177251,37.380001,124.959999
8/15/2014,93.834867,41.91069,32.099271,36.470001,125.480003
8/14/2014,93.37517,41.424118,32.313722,36.360001,126.309998
8/13/2014,93.126168,41.246333,32.323468,36.189999,126.199997
8/12/2014,91.909899,40.722331,31.962803,35.52,125.989998
8/11/2014,91.92905,40.422902,32.050533,35.790001,125.959999
8/8/2014,90.731933,40.422902,32.459936,35.91,126.190002
8/7/2014,90.482937,40.450973,31.777594,35.66,126.18
8/6/2014,90.49251,39.992474,31.992045,35.790001,125.669998
8/5/2014,90.644987,40.310618,31.992045,35.700001,123.870003
8/4/2014,91.092869,40.581972,32.937576,36.529999,123.989998
8/1/2014,91.607465,40.104759,33.08379,35.619999,124.379997
7/31/2014,91.1024,40.385473,33.298241,35.810001,123.389999
7/30/2014,93.532436,40.778475,34.477715,36.599998,124.830002
7/29/2014,93.751611,41.068545,34.789642,35.68,125.199997
7/28/2014,94.361501,41.143404,34.965102,35.900002,125.580002
7/25/2014,93.075015,41.639332,34.965102,36.119999,125.790001
7/24/2014,92.465125,41.545762,35.394004,36.169998,124.349998
7/23/2014,92.617601,41.985545,34.750654,34.709999,125.620003
7/22/2014,90.263804,41.948119,33.922095,33.599998,125.739998
7/21/2014,89.520501,41.957475,34.945606,33.279999,126.339996
7/18/2014,89.987446,41.817116,35.247787,33.330002,126.129997
7/17/2014,88.710484,41.667402,34.828634,33.209999,127.089996
7/16/2014,90.320978,41.246333,35.637697,33.790001,124.970001
7/15/2014,90.835574,39.721116,35.199049,35.610001,124.529999
7/14/2014,91.91241,39.431043,34.565445,35.700001,125.720001
7/11/2014,90.74028,39.384258,33.805123,35.43,128.779999
7/10/2014,90.568748,39.00997,33.81487,34.93,128.539993
7/9/2014,90.902281,38.991256,34.692167,34.849998,127.839996
7/8/2014,90.864162,39.094185,33.951341,34.529999,127.07
7/7/2014,91.454996,39.290688,34.565445,35.52,127.019997
7/3/2014,89.606263,39.1129,35.130815,36.139999,127.160004
7/2/2014,89.082143,39.206473,34.350998,35.880001,127.699997
7/1/2014,89.120254,39.178399,34.38024,35.349998,127.699997
6/30/2014,88.558015,39.019329,34.29251,35.130001,128.039993
6/27/2014,87.652712,39.533972,34.653175,34.25,126.660004
6/26/2014,86.62352,39.038044,34.614183,33.66,126.730003
6/25/2014,86.108924,39.328114,35.559714,33.25,126.989998
6/24/2014,86.032685,39.066115,35.423246,33.48,126.980003
6/23/2014,86.556813,39.290688,35.813157,33.639999,126.849998
6/20/2014,86.633051,39.000615,35.930129,34.049999,126.5
6/19/2014,87.538354,38.841541,37.021873,34.68,126.940002
6/18/2014,87.843299,38.972544,36.573479,34.939999,122.669998
6/17/2014,87.748006,39.000615,36.037354,34.43,122.279999
6/16/2014,87.862355,38.832186,36.349281,34.810001,122.419998
6/13/2014,86.985639,38.579542,36.641712,36.939999,122.959999
6/12/2014,87.948125,37.971329,36.77818,36.779999,122.639999
6/11/2014,89.444262,38.233328,37.021873,36.630001,121.410004
6/10/2014,89.815914,38.467257,37.236324,36.310001,121.389999
6/9/2014,89.291786,38.616972,37.587243,36.040001,120.650002
6/6/2014,87.885505,38.813471,37.762703,35.919998,120.610001
6/5/2014,88.127822,38.560827,36.684199,34.939999,120.660004
6/4/2014,87.783398,37.728041,37.698038,34.73,119.760002
6/3/2014,86.792325,37.699971,37.512014,34.650002,120.010002
6/2/2014,85.582077,38.167829,37.595724,34.869999,119.699997
5/30/2014,86.17427,38.308184,37.698038,34.650002,120.43
5/29/2014,86.498271,37.746756,38.163102,34.900002,120.940002
5/28/2014,84.950404,37.437968,38.274716,34.779999,121.199997
5/27/2014,85.170947,37.606397,38.423536,35.119999,121.849998
5/23/2014,83.605376,37.540898,37.902665,35.02,124.510002
5/22/2014,82.671478,37.522183,37.694316,34.700001,124.669998
5/21/2014,82.540792,37.756112,37.549164,34.360001,124.389999
5/20/2014,82.322976,37.129184,37.567309,33.869999,124.690002
5/19/2014,82.306639,37.194684,37.794108,33.889999,124.580002
5/16/2014,81.342794,37.269543,38.256782,33.41,124.5
5/15/2014,80.159766,37.054325,38.166064,33.799999,124.769997
5/14/2014,80.847254,37.653186,38.601522,34.169998,125.809998
5/13/2014,80.832284,37.821611,39.009761,34.400002,124.599998
5/12/2014,80.705676,37.138541,38.937185,34.450001,124.940002
5/9/2014,79.713243,36.739001,38.528946,33.759998,124.099998
5/8/2014,80.046776,36.831916,38.891828,33.919998,124.169998
5/7/2014,80.189716,36.6275,38.637809,34.07,124.169998
5/6/2014,80.471313,36.293005,38.474511,36.490002,125.980003
5/5/2014,81.358046,36.636793,39.363572,36.91,126.220001
5/2/2014,80.223567,36.878373,39.735524,36.869999,125.059998
5/1/2014,80.074649,37.166414,40.098406,36.509998,123.800003
4/30/2014,79.886464,37.53808,39.944182,35.950001,124.220001
4/29/2014,80.189716,37.640284,40.325209,35.830002,124.860001
4/28/2014,80.42799,37.974783,39.52687,33.990002,124.879997
4/25/2014,77.429315,37.08279,39.191204,34.48,125.43
4/24/2014,76.864783,37.036332,39.898822,35.240002,124.559998
4/23/2014,71.04073,36.878373,40.170982,35.439999,123.760002
4/22/2014,71.981623,37.157124,40.34335,36.139999,123.779999
4/21/2014,71.909872,37.110663,40.043974,36.400002,124.239998
4/17/2014,71.066454,37.175704,40.180056,36.380001,124.75
4/16/2014,70.263648,37.53808,39.445219,36.349998,125.540001
4/15/2014,70.121497,36.934124,39.245635,34.209999,125.489998
4/14/2014,70.625109,36.404503,39.690164,33.450001,127.849998
4/11/2014,70.344878,36.432377,39.290996,32.869999,126.93
4/10/2014,70.868798,36.571752,39.880677,33.400002,127.010002
4/9/2014,71.794798,37.603121,41.014682,34.869999,126.32
4/8/2014,70.863383,36.999165,40.288919,33.830002,126.089996
4/7/2014,70.867439,36.980581,40.243558,33.07,124.910004
4/4/2014,71.997869,37.045622,40.860459,34.259998,125.57
4/3/2014,72.941467,38.104865,40.842314,35.759998,123.919998
4/2/2014,73.450494,38.420779,41.758591,36.639999,124.32
4/1/2014,73.328652,38.48582,41.613438,36.490002,123.389999
3/31/2014,72.663933,38.086285,40.669946,35.900002,123.610001
3/28/2014,72.680179,37.445162,40.207272,35.900002,124.559998
3/27/2014,72.761409,36.571752,39.789959,35.59,124.589996
3/26/2014,73.075491,36.971291,40.016759,35.450001,125.410004
3/25/2014,73.780821,37.482329,40.252633,35.93,126.410004
3/24/2014,72.99562,37.630994,39.835316,36.68,126.18
3/21/2014,72.140013,37.31508,40.152841,37.939999,128.470001
3/20/2014,71.575481,37.473039,40.651801,37.77,127.860001
3/19/2014,71.922055,36.488128,40.561079,38.610001,128.089996
3/18/2014,71.941005,36.748291,40.452217,39.450001,130.619995
3/17/2014,71.310137,35.354551,39.672022,39.110001,131.639999
3/14/2014,71.032603,35.029346,39.281925,37.599998,133.100006
3/13/2014,71.839473,35.205885,39.445219,37.23,132.210007
3/12/2014,72.646335,35.558967,41.114474,37.5,131.759995
3/11/2014,72.575936,35.326677,41.604364,37.560001,129.860001
3/10/2014,71.876021,35.140844,42.194049,38.049999,129.130005
3/7/2014,71.811044,35.215179,42.810946,38.700001,129.089996
3/6/2014,71.853007,35.447469,43.845159,39.66,130.169998
3/5/2014,72.070973,35.410302,43.074035,39.5,128.889999
3/4/2014,71.919343,35.689049,43.228259,39.630001,128.679993
3/3/2014,71.448224,35.103677,42.51157,38.25,130.289993
2/28/2014,71.242442,35.596135,43.85423,38.669998,127.620003
2/27/2014,71.436042,35.178012,43.500423,38.470001,128.199997
2/26/2014,70.038915,34.81564,43.400627,37.619999,128.110001
2/25/2014,70.676558,34.880681,43.944951,37.259998,129.210007
2/24/2014,71.419796,35.020053,44.344119,37.419998,128.990005
2/21/2014,71.108418,35.28951,43.645575,37.290001,127.580002
2/20/2014,71.907161,35.075803,43.845159,37.790001,127.599998
2/19/2014,72.749226,34.852803,43.863304,37.810001,126.269997
2/18/2014,73.916205,34.769179,44.806793,38.310001,127.400002
2/14/2014,73.645445,34.694848,44.380409,38.23,127.150002
2/13/2014,73.705007,34.685627,44.452986,38.52,125.489998
2/12/2014,72.552923,34.556513,44.380409,38.110001,124.43
2/11/2014,72.558338,34.279837,44.071959,38.5,124.360001
2/10/2014,71.61474,33.938607,43.554854,37.759998,122.919998
2/7/2014,70.354349,33.717271,44.071959,37.23,122.169998
2/6/2014,69.383675,33.366817,44.090104,36.240002,121.239998
2/5/2014,68.981598,33.034808,43.119396,35.490002,121.290001
2/4/2014,68.470218,33.523597,42.774659,35.66,120.989998
2/3/2014,67.493202,33.643489,42.575072,34.900002,121.32
1/31/2014,67.368046,34.897743,43.709077,36.009998,120.089996
1/30/2014,67.257696,33.993943,45.514415,35.310001,119.769997
1/29/2014,67.388235,33.809494,44.933804,34.889999,122.470001
1/28/2014,68.162036,33.449819,45.886367,38.220001,120.949997
1/27/2014,74.083325,33.228479,45.305757,36.650002,120.959999
1/24/2014,73.487159,33.947832,45.133388,37.91,122.290001
1/23/2014,74.847705,33.256148,46.403472,39.389999,121.790001
1/22/2014,74.21924,33.136255,45.986159,40.18,119.190002
1/21/2014,73.890878,33.357592,46.33997,39.52,119.699997
1/17/2014,72.760454,33.551266,47.419541,40.009998,120.93
1/16/2014,74.587979,34.02161,48.907354,40.34,119.790001
1/15/2014,75.006503,33.901717,49.342812,41.07,119.660004
1/14/2014,73.530224,32.997917,48.263241,41.139999,119.889999
1/13/2014,72.095658,32.260122,47.13831,39.990002,121.019997
1/10/2014,71.720191,33.237703,45.786575,41.23,120.260002
1/9/2014,72.201969,32.767356,44.725146,40.919998,118.459999
1/8/2014,73.13592,32.979472,44.797722,41.02,118.120003
1/7/2014,72.675675,33.578933,43.727222,40.919998,118.82
1/6/2014,73.199166,33.320705,42.747444,39.93,119.5
1/3/2014,72.802175,34.040055,42.448064,40.119999,119.290001
1/2/2014,74.437252,34.270616,42.330127,39.59,118
12/31/2013,75.499047,34.501177,43.763509,40.439999,116.120003
12/30/2013,74.62431,34.390509,43.808869,40.200001,115.389999
12/27/2013,75.373891,34.390509,43.246404,40.490002,117.120003
12/26/2013,75.886623,34.528844,43.273619,40.650002,116.739998
12/24/2013,76.393965,34.196838,42.992388,40.849998,116.099998
12/23/2013,76.719639,33.772603,42.874451,40.77,115.57
12/20/2013,73.88415,33.938607,42.257551,40.119999,115.940002
12/19/2013,73.270491,33.431374,41.686014,40.200001,114.82
12/18/2013,74.119656,33.735716,41.903743,40.040001,117.610001
12/17/2013,74.687563,33.68038,41.44107,39.509998,118.650002
12/16/2013,75.025348,34.02161,41.994461,39.73,119.690002
12/13/2013,74.6122,33.83716,41.304988,39.73,119.379997
12/12/2013,75.434449,34.325952,41.268701,39.349998,118.290001
12/11/2013,75.5448,34.685627,41.67694,39.16,120.860001
12/10/2013,76.108668,35.146749,42.103327,40.220001,121.82
12/9/2013,76.227096,35.700095,42.411778,38.869999,119.720001
12/6/2013,75.364469,35.377311,42.375488,38.860001,118.550003
12/5/2013,76.42492,35.045302,41.803951,38.869999,118.300003
12/4/2013,76.034655,35.912211,42.348272,38.130001,119.959999
12/3/2013,76.212291,35.331199,42.638577,36.560001,117.959999
12/2/2013,74.181565,35.460313,43.228259,37.009998,117.580002
11/29/2013,74.8329,35.165195,43.509493,36.98,120.699997
11/27/2013,73.472353,34.676403,42.575072,36.959999,119.459999
11/26/2013,71.782094,34.445841,42.457138,36.639999,119.82
11/25/2013,70.482106,34.713293,42.348272,36.290001,120.459999
11/22/2013,69.95188,34.648736,41.97632,36.490002,119.919998
11/21/2013,70.132211,34.491956,41.277772,36.299999,119.940002
11/20/2013,69.305922,34.196838,40.978396,35.619999,120.120003
11/19/2013,69.918238,33.883275,41.45014,34.630001,122.949997
11/18/2013,69.794426,34.049279,41.586222,34.98,122.900002
11/15/2013,70.650326,34.635072,41.549932,35.470001,124.32
11/14/2013,71.076928,34.799827,41.577148,35.689999,124.269997
11/13/2013,70.063581,34.927969,42.012606,35.099998,122.849998
11/12/2013,69.98014,34.195727,41.831167,34.07,122.449997
11/11/2013,69.850952,34.406246,42.239409,33.82,123.870003
11/8/2013,70.054159,34.580153,42.257551,33.119999,124.279999
11/7/2013,68.968144,34.323869,41.994461,32.110001,126.160004
11/6/2013,70.102607,34.946275,42.502495,32.880001,127.199997
11/5/2013,70.30178,33.536708,42.194049,32.970001,126.559998
11/4/2013,70.475712,32.895995,43.083106,33.189999,126.809998
11/1/2013,69.576621,32.520721,43.482278,33.18,126.949997
10/31/2013,69.933845,32.410885,43.836085,32.939999,127.739998
10/30/2013,70.228197,32.529876,44.235257,32.57,129.600006
10/29/2013,69.128415,32.511569,44.988236,33.169998,129.770004
10/28/2013,70.894486,32.557334,44.942875,32.349998,130.559998
10/25/2013,70.370018,32.703782,45.18782,32.25,130.460007
10/24/2013,71.166088,30.864024,45.260396,33.080002,129.899994
10/23/2013,70.236222,30.900634,44.92473,33.099998,128.690002
10/22/2013,69.555213,31.651185,45.732144,33.939999,129.339996
10/21/2013,69.754568,32.026459,45.469054,34.060001,126.980003
10/18/2013,68.086159,31.998998,46.104096,33.43,126.849998
10/17/2013,67.498805,31.962385,45.614207,32.740002,127.419998
10/16/2013,67.045247,31.706101,45.006381,33.09,123.540001
10/15/2013,66.720127,31.568808,44.062888,33.380001,123.730003
10/14/2013,66.366912,31.532195,44.198967,34,122.830002
10/11/2013,65.934761,31.239298,43.863304,34.150002,122.599998
10/10/2013,65.510635,30.900634,43.409701,33.869999,124.269997
10/9/2013,65.102565,30.269076,41.758591,33.009998,126.110001
10/8/2013,64.34663,30.214156,41.477356,32.93,127.400002
10/7/2013,65.257769,30.479595,41.994461,34.139999,127.639999
10/4/2013,64.626263,31.010472,42.792801,34.889999,126.529999
10/3/2013,64.677102,30.992166,42.529715,33.880001,127.18
10/2/2013,65.499931,31.047082,42.756514,34.139999,127.059998
10/1/2013,65.285864,30.735882,42.51157,34.310001,124.589996
9/30/2013,63.786035,30.461288,41.622509,33.169998,128.179993
9/27/2013,64.5888,30.452137,41.912814,33.549999,128.970001
9/26/2013,65.053062,29.994485,42.003535,32.75,127.790001
9/25/2013,64.425572,29.756505,42.24848,31.34,128.789993
9/24/2013,65.438389,29.701589,43.273619,31.27,127.660004
9/23/2013,65.644432,29.967027,43.219188,30.26,127.550003
9/20/2013,62.536408,30.012792,43.264549,30.93,127.959999
9/19/2013,63.190657,30.790798,44.316904,31.030001,131.75
9/18/2013,62.171152,30.497901,44.543707,30.440001,132.009995
9/17/2013,60.918845,30.140934,43.164757,30,126.5
9/16/2013,60.223118,30.021943,43.137541,29.620001,126.449997
9/13/2013,62.200584,30.232463,42.121472,29.26,127.82
9/12/2013,63.242839,29.921259,42.194049,29.65,127.669998
9/11/2013,62.576543,29.967027,42.566001,29.190001,131.699997
9/10/2013,66.179604,29.646669,42.094257,29.48,131.740005
9/9/2013,67.72224,28.978498,41.096329,29.24,133.910004
9/6/2013,66.658584,28.511693,40.361495,28.17,134.149994
9/5/2013,66.26389,28.584918,40.180056,28.23,132.199997
9/4/2013,66.721471,28.55746,40.189127,28.07,134.660004
9/3/2013,65.368814,29.179864,39.880677,27.780001,136.419998
8/30/2013,65.186858,30.571127,39.390788,27.120001,134.619995
8/29/2013,65.786252,30.708421,39.018835,27.299999,135.869995
8/28/2013,65.679215,30.223311,39.399858,27.110001,136.710007
8/27/2013,65.370151,30.442982,39.300066,27,136.75
8/26/2013,67.294105,31.257605,40.833243,27.700001,135.449997
8/23/2013,67.033208,31.806785,41.286843,27.99,134.899994
8/22/2013,67.292762,29.646669,40.706232,27.9,132.809998
8/21/2013,67.212491,28.932734,39.726454,27.059999,132.070007
8/20/2013,67.039896,28.941887,40.470362,27.120001,132.449997
8/19/2013,67.932299,28.731366,40.488503,26.91,132.009995
8/16/2013,67.208476,29.10664,41.205196,27.32,132.580002
8/15/2013,66.617106,29.097489,40.842314,27.139999,131.690002
8/14/2013,66.696047,29.610056,40.842314,28.049999,129
8/13/2013,65.501268,29.500221,41.232411,28.34,127.739998
8/12/2013,62.52972,29.875494,41.413854,28.35,129.130005
8/9/2013,60.80244,29.720983,41.604364,27.68,126.860001
8/8/2013,61.680131,29.893672,41.304988,27.48,126.860001
8/7/2013,61.80322,29.139288,40.579224,27.389999,124.150002
8/6/2013,61.83911,28.703016,40.397785,27.32,123.970001
8/5/2013,62.397355,28.812084,41.096329,27.67,125.699997
8/2/2013,61.478905,28.984774,41.577148,27.65,126.360001
8/1/2013,60.700018,28.784817,41.749516,27.959999,126.610001
7/31/2013,60.148417,28.939329,40.815098,28.09,127.959999
7/30/2013,60.253425,28.948419,41.168906,28.049999,128.119995
7/29/2013,59.518399,28.666661,43.300835,27.93,128.470001
7/26/2013,58.614572,28.739372,43.600215,28.110001,128.779999
7/25/2013,58.283609,28.530324,43.718152,28.27,128.669998
7/24/2013,58.550771,29.048396,43.173827,27.84,127.480003
7/23/2013,55.69042,28.921151,42.720224,27.360001,129.710007
7/22/2013,56.663365,29.09384,42.683938,27.860001,128.839996
7/19/2013,56.482599,28.539414,41.849308,29.110001,125.110001
7/18/2013,57.387757,32.211363,41.096329,29.66,124.010002
7/17/2013,57.19503,32.484035,40.116551,29.66,123.32
7/16/2013,57.180407,32.96575,39.980469,26.879999,124.889999
7/15/2013,56.813561,32.874858,40.216343,27.34,124.18
7/12/2013,56.689949,32.420409,39.780885,27.23,124.129997
7/11/2013,56.793622,32.438587,39.708309,27.040001,124.239998
7/10/2013,55.921695,31.53878,38.801106,26.559999,120.949997
7/9/2013,56.137017,31.220663,37.785038,26.68,120.620003
7/8/2013,55.166733,31.202488,37.521948,25.530001,119.510002
7/5/2013,55.481742,31.093418,37.304219,25.68,118.089996
7/3/2013,55.930998,30.911638,37.240713,25.59,120.739998
